subject,title,level,credit_amount,description,last_taught
MEDICINE,INPATIENT CARDIOLOGY,945,2-4,"Supervised by house staff and attending physicians activities include: rounding on service patients, participating in scheduled procedures, presenting cases and teaching topics, and discussing patient cases. On an inpatient cardiology rotation, evaluate and manage a full spectrum of patients with acute and chronic cardiovascular problems and may provide perioperative consultations for hospitalized adult patients. Care for patients with chest pain, arrhythmias, MI, heart failure, valvular disease",S25
MEDICINE,ADULT INPATIENT/OUTPATIENT CARDIOVASCULAR DISEASES ELECTIVE,949,2-4,"Exposure to both outpatient and inpatient settings, such as ward rounds, cardiac catheterization and electrophysiology labs, as well as operating rooms, to learn how to obtain an accurate history, perform a thorough cardiovascular examination, interpret patient's treadmill, nuclear, cardiology and echocardiogram performance, formulate an assessment and plan for further evaluation and treatment. Participate in the writing of orders and progress notes on in-patients for whom they are responsible a",S25
MEDICINE,AMBULATORY CARDIOLOGY ELECTIVE,951,2-4,"Provide a broad introduction to the cardiovascular syndromes and diseases that constitute a large part of the practice of adult medicine. This experience has been particularly useful for three groups: those who plan to enter an adult primary care discipline, those entering residency in emergency medicine, and those with an interest in adult cardiology",S25
MEDICINE,HEPATOLOGY ELECTIVE,955,2,"Exposure to inpatient and outpatient hepatology practice, focusing on functioning effectively as a consultant. The majority time is spent evaluating new and follow-up consultations in the outpatient and inpatient settings. Oral presentations and effective communication with the patient and the primary service are an essential part of this rotation",S25
MEDICINE,ENDOCRINOLOGY ELECTIVE,962,2-4,Evaluation and management of inpatient and outpatient adult endocrine disorders. Common endocrine conditions include diabetes and thyroid disorders. Other endocrinopathies as they present,S25
MEDICINE,GASTROENTEROLOGY CLINICAL ELECTIVE,965,2-4,"Observe routine and advanced therapeutic endoscopic procedures in the Ambulatory Procedure Center and potentially in the Intensive Care Unit. Participate in the outpatient gastrointestinal (GI) clinics approximately one half day a week, which will include exposure to Inflammatory Bowel Disease, functional GI disorders, hereditary GI cancers, esophageal disorders, and pancreas and biliary disorders",S25
MEDICINE,INPATIENT-OUTPATIENT GASTROENTEROLOGY/HEPATOLOGY CONSULT SERVICE ELECTIVE,970,2-4,"Inpatient consultative gastroenterology emphasize outpatient evaluation care of pts with gastrointestinal (GI) diseases, providing knowledge that nearly any clinical field can use. Develop the necessary problem solving skills and knowledge to efficiently safely evaluate manage common GI disorders other diseases which may also occur in pts with chronic intestinal diseases. Be able to recall the characteristic sign/symptoms test finding in the common GI syndromes. These disorders include: neoplasm",S25
MEDICINE,INFECTIOUS DISEASE ELECTIVE,971,2-4,"Inpatient clinical infectious disease management. Diagnostic approaches to infectious presentations, appropriate use of antimicrobials for treatment and prophylaxis. Role of consultants in the hospital via participation in consult team. Common conditions include cellulitis, line infections, osteomyelitis, septic arthritis, intra-abdominal infections, HIV, neutropenic fever and other infectious conditions",S25
MEDICINE,SURGICAL INFECTIOUS DISEASE ELECTIVE,972,2-4,Direct patient care involving a spectrum of surgical infectious diseases on an inpatient consultation service. Applying infectious disease principles in treatment of surgical site infections. Using diagnostic tools available for surgical infectious diseases across different surgical specialties. Reviewing and applying principles of antimicrobial therapy,S25
MEDICINE,CLINICAL NEPHROLOGY ELECTIVE,976,2-4,"Evaluation of patients on inpatient and outpatient adult nephrology services. Common conditions include recognizing and diagnosing the cause of acute kidney injury (AKI), assessing factors that can alter the course of chronic kidney disease (CKD), and knowing the steps to hemodialysis initiation. Diagnosis and management of nephrology patients along with opportunities to see patients pre or post renal transplant",S25
MEDICINE,PULMONARY DISEASE CLINIC / CONSULTS ELECTIVE,981,2-4,"Focuses on the evaluation and management of patients with pulmonary complaints and complex pulmonary disorders both in the inpatient and outpatient settings. Common conditions include sarcoidosis, obstructive lung disease, interstitial lung disease, pulmonary infections and pleural disease. Learn the indications for and data derived from common pulmonary tests/diagnostic procedures including, pulmonary function tests, radiographic imaging, thoracentesis and fiberopticbronchoscopy withbronchoalve",S25
MEDICINE,CRITICAL CARE MEDICINE ELECTIVE,985,2-4,"Perform direct patient care in the ICU with appropriate supervision from residents, fellows, and attendings. Independent and guided evaluation of patient will occur daily; the ability to synthesize, distill and present large amounts of information are a key skill practiced during this course. Furthermore, critical care medicine involves many medical professions; effective inter-professional teamwork is emphasized. Independent reading is expected; didactic conferences are site-specific. Topics co",S25
MEDICINE,CLINICAL RHEUMATOLOGY ELECTIVE,988,2-4,"Exposure to patients in both outpatient rheumatology clinics and seeing patient as consultants in the inpatient setting. Commonly encountered rheumatologic conditions include: osteoarthritis, rheumatoid arthritis, lupus, systemic sclerosis, polyarteritis nodosa, ankylosing spondylitis, gout, pseudogout, dermatomyositis, low back pain and shoulder pain. Involves independent evaluation of patients, and then presenting to an attending. Independent reading is expected; didactic conferences are site-",S25
MEDICINE,RESEARCH,990,1-12,Independent research under the direct supervision of Medicine faculty. Each student's research project is individualized to meet student research goals within the context of faculty research needs,U25
MEDIEVAL/FOLKLORE/SCAND ST,THE WORLD OF SAGAS,235,3,"The Icelandic sagas viewed in their social, cultural, and literary contexts. An introduction to one of the greatest bodies of vernacular literature of the early Middle Ages",F24
MEDIEVAL/LITTRANS/RELIG ST,OF DEMONS AND ANGELS. DANTE'S DIVINE COMEDY,253,3,"Have you ever wondered about human nature? What is our place in this world? Through readings, videos, and original images, explore and discuss Dante's answers from one of the greatest world literary classics, his Divine Comedy. From Hell, through Purgatory to Paradise, we will travel together with Dante in a universal tale of the journey of the human soul. Along the way, learn about Dante, his life and his works, development of literary history, historical and socio-political context of medieval",S25
MEDIEVAL/LITTRANS,BLACK DEATH AND MEDIEVAL LIFE THROUGH BOCCACCIO'S DECAMERON,255,3,"Have you ever wondered what it was like to live during the Black Death? Were our medieval and early-modern ancestors different from us, or are we challenged with similar problems? What can we learn from their lives? And, if we could, what could we teach each other? Discuss these topics while reading one of the world's greatest literary classics, Giovanni Boccaccio's Decameron, a text that will make us both laugh and cry. Through reading the Decameron, investigate medicine, art, culture, music, p",F24
MEDIEVAL/HISTORY/RELIG ST,THE CRUSADES: CHRISTIANITY AND ISLAM,309,3-4,"An examination of the Crusades from both Christian and Islamic perspectives; the historical, social, and religious context and significance of the Crusades for both Christians and Muslims",S25
MEDIEVAL/FOLKLORE/RELIG ST/SCAND ST,NORDIC MYTHOLOGY,342,3,"Mythology, literature, ritual, traditions, medieval folklore, and religion from Nordic areas and Scandinavia",F24
MEDIEVAL/FOLKLORE/LITTRANS/SCAND ST,THE NORDIC STORYTELLER,345,3,"Exploring the oral nature and performance traditions of folklore, ethnography, tales and ballads, literature and culture from Nordic areas and Scandinavia",S25
MEDIEVAL/SCAND ST,INTRODUCTORY OLD NORSE,407,3,Designed with a linguistic purpose: to obtain a reading knowledge of Old Norse-Icelandic through the study of Old Icelandic grammar and selections of Old Norse-Icelandic texts,F24
MEDIEVAL/SCAND ST,INTERMEDIATE OLD NORSE,408,3,Designed with a linguistic purpose: to obtain a reading knowledge of Old Norse-Icelandic through the study of Old Icelandic grammar and selections of Old Norse-Icelandic texts,S25
MEDIEVAL/SCAND ST,SURVEY OF OLD NORSE-ICELANDIC LITERATURE,409,3,"Eddic and skaldic poetry; homilies and saints' lives, kings' sagas, sagas of the Icelanders; mythical-heroic sagas and romances; rimur",S24
MEDIEVAL/SPANISH,LITERATURE OF THE CASTILIAN MIDDLE AGE (XII-XV CENTURIES),414,3,"The study of a particular author, work, topic, or literary genre of the Middle Ages and/or Early Renaissance (through the 15th century): Poema de mio Cid, mester de juglaria, Libro de buen amor, mester de clerecia, El conde Lucanor, La Celestina, etc",S23
MEDIEVAL/ART HIST,TOPICS IN MEDIEVAL ART,415,3,"Advanced topics in Medieval art. Topics may include: ""Death and the Afterlife in Medieval Art""; ""Civic Art and Architecture and Public Space in Medieval Italy""; ""Rome in the Middle Ages""; ""Pilgrimage the Cult of the Saints in Medieval Byzantine Art.""",S25
MEDIEVAL/ENGL,TOPIC IN MEDIEVAL LITERATURE AND CULTURE,423,3,Study of a topic in medieval literature,S24
MEDIEVAL/ENGL,MEDIEVAL DRAMA,424,3,"Dramatic traditions of medieval England, from early church rituals performed inside quiet monasteries in the tenth century to the elaborate and often raucous urban guild cycles and morality plays of the fifteenth, and with special attention to the significance of spirituality, work, and play in medieval culture",S23
MEDIEVAL/ENGL,MEDIEVAL ROMANCE,425,3,"Important early form of narrative fiction, covering tales of adventure, magic, courtly love, and King Arthur from the twelfth through the fifteenth century",F22
MEDIEVAL/ENGL,CHAUCERS COURTLY POETRY,426,3,"Poetry of the most famous and influential medieval English poet, from his short lyrics on love through his dream visions of talking birds and castles built on ice to the historical romance Troilus and Criseyde. Readings will be in the original Middle English; no prior experience with the language is required",F23
MEDIEVAL/ENGL,CHAUCER'S CANTERBURY TALES,427,3,"Study of the most famous and influential medieval English poet through his best-known work and its playful and profound responses to some of the most pressing literary, social, political, and spiritual issues of his time. Readings will be in the original Middle English; no prior experience with the language is required",F20
MEDIEVAL/SCAND ST,THE VIKINGS,430,4,"Within a historical framework, a thorough introduction to the culture, literature, and religion of the Vikings",U22
MEDIEVAL/ITALIAN/RELIG ST,"POVERTY, ECOLOGY AND THE ARTS: ST. FRANCIS OF ASSISI",440,3,"Focuses on literature about Francis of Assisi, from medieval accounts to contemporary literature, and related artistic portrayals of St. Francis as a religious symbol and model for economic, political and environmental justice",S23
MEDIEVAL/SCAND ST,KALEVALA AND FINNISH FOLK- LORE,444,4,Kalevala - the national epic of Finaland - and the oral literature of Finland,S22
MEDIEVAL/FOLKLORE/SCAND ST,CELTIC-SCANDINAVIAN CULTURAL INTERRELATIONS,446,3,"Examination of shared traditions and historical connections between the North and Northwest of Europe. Readings of medieval and pre-modern Scandinavian, Scottish, Welsh and Irish sagas, histories, talkes. Discussion of the role of folklore in modern Celtic and Scandinavian societies",F22
MEDIEVAL/AFRICAN/JEWISH/RELIG ST,MUSLIMS AND JEWS,462,3,"Explores the historical relationship between Muslims and Jews in a variety of contexts from the seventh century to the present. Surveys literary and cultural exchanges against the background of shifting political and social conditions across the Middle East, Europe, and the United States. Considers also the parallel legacies of anti-Semitism, Orientalism, and Islamophobia. Major themes include comparative religion, secularization, migration, and colonialism, as well as the politics of history an",S25
MEDIEVAL/SPANISH,SURVEY OF MEDIEVAL LITERATURE,503,3,Introduction to major 13th and 14th-century Castilian works,F18
MEDIEVAL/ENGL,OLD ENGLISH,520,3,The elements of Old English grammar with selected readings,S25
MEDIEVAL/ENGL,ADVANCED OLD ENGLISH LITERATURE,521,3,"An intensive study of a major work or works of Old English, usually focusing on either Beowulf or the poems of a single manuscript. Line-by-line translation of the text will be supplemented by discussion of related issues (whether linguistic, thematic, or contextual) as well as by readings from relevant critical literature. Primary texts will be read in Old English",S20
MEDIEVAL/SPANISH,OLD SPANISH,541,3,"Historical Spanish phonology, morphology, and syntax, with application to theories of language variation and change",F18
MEDIEVAL/LATIN,MEDIAEVAL LATIN,563,3,"Introduction to chronological, geographical, and generic range of postclassical Latin, including not only the ""medieval"" period but the late antique, Renaissance, and beyond",F23
MEDIEVAL/GERMAN,INTRODUCTION TO MIDDLE HIGH GERMAN,651,3,"Middle High German grammar and vocabulary with the goals of fluency and accuracy in reading medieval texts. Covers topics in phonology, morphology, syntax, and lexicon",S25
MEDIEVAL/ITALIAN,DANTE'S DIVINA COMMEDIA,659,3,"Lectures on Dante's life and times, reading Divine Comedy",F20
MEDIEVAL,DIRECTED STUDY,699,1-3,Advanced directed study projects as arranged with a faculty member,S12
MEDIEVAL/FRENCH,LA LITTERATURE FRANCAISE DU XIV ET DU XV SIECLE,704,3,Study of important literary works of the 14th and 15th centuries. Taught in French,S20
MEDIEVAL/SPANISH,TOPICS IN MEDIEVAL SPANISH LITERATURE,718,3,"An advanced topics course focusing on themes, particular authors, individual works, or literary genres in medieval Spanish literature",S19
MEDIEVAL/GERMAN,OLD GERMANIC LANGUAGES,755,3,"Old High German, Old Saxon, and Gothic on a rotating basis",S23
MEDIEVAL/ENGL,TOPICS IN MEDIEVAL LITERATURE,803,3,Study of a topic in Medieval literature,F23
MEDIEVAL/SPANISH,SEMINAR-MEDIEVAL LITERATURE,842,3,"Seminar focusing on literary, textual criticism or theoretical topics relevant to Medieval Spanish literature",F22
MICROBIO,THE MICROBIAL WORLD,100,3,"Primarily for non-science majors. Roles of microorganisms and viruses in nature, health, agriculture, pollution control and ecology. Principles of disease production, epidemiology and body defense mechanisms. Biotechnology and the genetic engineering revolution",U25
MICROBIO,GENERAL MICROBIOLOGY,101,3,"Survey of microorganisms and their activities; emphasis on structure, function, ecology, nutrition, physiology, genetics. Survey of applied microbiology--medical, agricultural, food and industrial microbiology. Intended to satisfy any curriculum which requires introductory level microbiology",U25
MICROBIO,GENERAL MICROBIOLOGY LABORATORY,102,2,"Covers techniques and procedures used in general microbiology, including cultivation, enumeration, aseptic techniques, physiology and selected applications",S25
MICROBIO,MICROBIOMES AND MICROBIOLOGY - FIRST- YEAR SEMINAR,150,1,Introduction to major questions related to the study of the microbiome. Acquire foundational research skills necessary for success as a microbiology or life sciences major. Engage with faculty and their cuttingedge research related to Microbiology. Explore department and campus resources and career options available in the field of microbiology,F24
MICROBIO,INDEPENDENT STUDY,299,1-3,Research work for students under direct guidance of a faculty member in an area encompassing Microbiology. Students are responsible for arranging the work and credits with the supervising instructor,S25
MICROBIO,BIOLOGY OF MICROORGANISMS,303,3,"Basic biology of microorganisms, including structure, function, physiology, genetics, ecology, diversity, and evolution",U25
MICROBIO,BIOLOGY OF MICROORGANISMS LABORATORY,304,2,Introduction to modern laboratory techniques used to study the distribution and properties of microorganisms,U25
MICROBIO,CRITICAL ANALYSES IN MICROBIOLOGY,305,1,"Train students to become scientific problem-solvers, to critically analyze data, and to comprehend the principles of microbiological research via active discussion of a combination of scholarly papers and contemporary, hot topics in our field",S25
MICROBIO/FOOD SCI,FOOD MICROBIOLOGY LABORATORY,324,2,"Lab exercises dealing with food preservation, spoilage, and food poisoning. Isolation, identification and quantification of specific microbes occurring in foods, and food fermentations by bacteria and yeast",F24
MICROBIO/FOOD SCI,FOOD MICROBIOLOGY,325,3,"Principles of food preservation, epidemiology of foodborne illness, agents of foodborne illness, food fermentations and biotechnology",F24
MICROBIO/AN SCI/BOTANY,"THE MICROBIOME OF PLANTS, ANIMALS, AND HUMANS",335,3,"Examination of the structure and function of microbial communities that live inside and on host organisms (plants, animals, and humans). Introduction to general concepts of the microbiome and microbiota, and their relationship to host nutrition, health, and disease",S25
MICROBIO,INTRODUCTION TO DISEASE BIOLOGY,345,3,"Introduces the rich biology of infectious disease and how it impacts the biology of humans and other organisms, through the lens of global health. Steps beyond a narrow focus on the biological dimensions of disease to also cover the social, political, and cultural factors that shape the spread and persistence of disease in natural populations. Includes a survey of the various types of pathogens and the science behind infection, transmission, evolution, and virulence",S25
MICROBIO,GENERAL BIOINFORMATICS FOR MICROBIOLOGISTS,357,3,"Provides foundational introduction to bioinformatics for microbiologists. Emphasis on the basic understanding of bioinformatics tools, analysis, and databases and their applications (e.g. Sequence alignment, Phylogenetic trees, Genome analyses). Topics include: command line manipulation, sequence alignment, file formats, phylogenetic trees, standard genome and protein databases, interpretation of microbial and viral genomes, and basic scientific computer programming",S25
MICROBIO,SPECIAL TOPICS,375,1-4,Specialized subject matter of current interest to undergraduate students,S20
MICROBIO,COORDINATIVE INTERNSHIP/COOPERATIVE EDUCATION,399,1-8,An internship under guidance of a faculty or instructional academic staff member in the Bacteriology department and a internship site supervisor. Students are responsible for arranging the work and credits with the faculty or instructional academic staff member and the internship site supervisor,F13
MICROBIO,STUDY ABROAD IN MICROBIOLOGY,400,1-6,Provides an area equivalency for courses taken on Madison Study Abroad Programs that do not equate to existing UW courses,
MICROBIO/SOIL SCI,ENVIRONMENTAL MICROBIOLOGY,425,3,"Microbial interactions in soils, water, extreme environments and biofilms. Modern methods for studying microbial ecology. role of microbes in nutrient cycles and biogeochemistry. Use of microbes for mitigating manmade environmental problems of industrial, agricultural, and domestic origin",F24
MICROBIO,"DIVERSITY, ECOLOGY AND EVOLUTION OF MICROORGANISMS",450,3,"Fundamental concepts relating to the phylogenetic diversity, ecology and evolution of microbes. Active learning methods applying these concepts will promote a deeper understanding of microbiology",S25
MICROBIO,MICROBIAL GENETICS & MOLECULAR MACHINES,470,3,"Examines modern microbial genetics and molecular processes. Emphasis on the use of eubacterial and eukaryotic microbes to elucidate cellular function. Discussion of experimental approaches to study microbes and their use in biotechnology, bioremediation, and medicine",S25
MICROBIO,PLANETARY MICROBIOLOGY: WHAT LIFE HERE TELLS US ABOUT LIFE OUT THERE,520,3,"Connects the molecular underpinnings of life with corresponding planetary scale changes in geochemistry. Focuses on the dynamics between life and environment over planet Earth's history from a microbial and molecular perspective, including the origins of life, and emergence of essential metabolisms and their evolution across billions of years of planetary evolution. Discusses how innovations such as translation machinery and carbon and nitrogen fixation were impacted by significant changes in th",S25
MICROBIO/SOIL SCI,SOIL MICROBIOLOGY AND BIOCHEMISTRY,523,3,Transformations of nutrients and contaminants in soils and groundwater by microorganisms: emphasis on enzymatic mechanisms and metabolic pathways. Approaches for analyzing microbial populations and activities including molecular techniques. Applications of microbial activities for bioremediation of contaminated soils and groundwater. Students should have completed one course in either Soil Science or Microbiology to feel comfortable with the course content,S25
MICROBIO,FIELD STUDIES OF PLANETARY MICROBIOLOGY AND LIFE IN THE UNIVERSE,525,3,"Explores the origins, early evolution, and most common traces left by our planet's form of microbial life. Discovery and interpretation of microbial biosignatures in the context of a simulated surface lander mission through travel to field sites. Introduction to microbial biosignatures as inferred through satellite and drone imagery interpretation, portable XRF elemental analysis, UV-VIS-IR spectrophotometry, body and trace fossil analysis and interpretation, and metagenome sequencing. Explore e",
MICROBIO,PHYSIOLOGY OF MICROORGANISMS,526,3,Biochemistry of microbial processes,S25
MICROBIO,ADVANCED LABORATORY TECHNIQUES IN MICROBIOLOGY,527,2,"Provides a foundation in modern methods of research in the biomedical sciences. Coaching and practice in hypothesis-driven scientific questions, critical data analysis, and scientific writing",F24
MICROBIO/ONCOLOGY,TOPICS IN BIOTECHNOLOGY,545,1,"Seminars on current topics in agricultural, medical, and industrial biotechnology such as: microbiological production of food, drink, biopharmaceuticals; production methods, genetic engineering (vectors, recombination cloning), continuous fermentation; bioconversion processes and production of chemicals from biomass; plant biotechnology; transgenic animals",S25
MICROBIO,CAPSTONE RESEARCH PROJECT IN MICROBIOLOGY,551,2,"Conduct independent research in either a PI's laboratory or in small groups in microbiology teaching laboratories. Discuss progress of projects and research ethics, write a research proposal, and prepare and present a poster with final results for the department Poster Session. The in-class students use microbiological, molecular, and bioinformatic approaches to investigate the microbial ecology of environmental microbial communities. Research-lab students will progress toward goals established ",S25
MICROBIO/BIOCHEM/GENETICS,PROKARYOTIC MOLECULAR BIOLOGY,612,3,"Molecular basis of bacterial physiology and genetics with emphasis on molecular mechanisms; topics include nucleic acid-protein interactions, transcription, translation, replication, recombination, regulation of gene expression",F24
MICROBIO,MICROBIAL AND CELLULAR METABOLOMICS,626,3,"Provides an in-depth exploration of the use of mass spectrometry-based metabolomic approaches for the quantitative investigation of microbial and mammalian cellular metabolic processes. Using recent examples from primary literature, highlights the application of metabolomics, lipidomics, and metabolic flux analysis to diverse areas, including rational engineering of metabolic pathways, microbial biofuel production, discovery and characterization of new biochemical pathways, metabolic interaction",F24
MICROBIO,BIOINFORMATICS FOR MICROBIOLOGISTS,657,3,"Provides a practical and fundamental introduction to sequence-based analysis focused on microbial systems. Emphasis on gaining a basic understanding of the principles of both classical and newer algorithms useful for bioinformatic analysis. Topics include: BLAST; RNA-seq analysis; transcriptional binding prediction; genome sequence assembly, analysis and annotation; and comparative genomics. Note that this course requires that each student have access to a laptop that runs a linux/unix Operating",S25
MICROBIO/BMOLCHEM,MICROBIOLOGY AT ATOMIC RESOLUTION,668,3,Three-dimensional protein structures form the basis for discussions of high resolution microbiology; how particular problems are solved with given protein architectures and chemistries and how themes of protein structure are modified and recycled,S25
MICROBIO,SENIOR HONORS THESIS,681,2-3,Individual study for majors completing theses for Honors degrees as arranged with a faculty member,F24
MICROBIO,SENIOR HONORS THESIS,682,2-4,Second semester of individual study for majors completing theses for Honors degrees as arranged with a faculty member,S25
MICROBIO,SENIOR THESIS,691,2,Individual study for majors completing theses as arranged with a faculty member,F24
MICROBIO,SENIOR THESIS,692,2,Second semester of individual study for majors completing theses as arranged with a faculty member,S25
MICROBIO,SPECIAL PROBLEMS,699,1-4,Individual advanced work in an area of Microbiology under the direct guidance of a faculty member,U25
MICROBIO,MICROBIAL SYMBIOSIS,710,3,Covers the themes and diversity of plant and animal associations with microbes with an emphasis on beneficial relationships. Examples will be drawn from recent literature,S25
MICROBIO,SEMINAR,731,1,"Reviews of microbiological subjects, and reports on research work",S25
MICROBIO,CURRENT ISSUES IN MICROBIOLOGY,810,1,Explores the diversity of scientific topics comprising the field of contemporary microbiology,F24
MICROBIO,ADVANCED PROBLEMS IN MICROBIOLOGY,811,1,Explores the diversity of scientific topics comprising the field of contemporary microbiology,S25
MICROBIO,SPECIAL TOPICS,875,1-4,Specialized subject matter of current interest to graduate students,S25
MICROBIO,INDEPENDENT STUDY,899,1-9,Independent study or research under the direction of a faculty member in the area of biological science,U25
MICROBIO/BIOCHEM,REGULATION OF GENE EXPRESSION (ADVANCED SEMINAR),917,1,"Analysis of recent literature in topics related to prokaryotic and eukaryotic gene regulation, including regulation of transcription, translation, and genome organization",S25
MICROBIO,RESEARCH,990,1-9,Full lab and literature review of a problem in microbiology. Leads to preparation of thesis and publication,U25
MIL SCI,FOUNDATIONS OF OFFICERSHIP,101,1,"Introduction to life as a commissioned officer. Establishes fundamentals of leadership, Army values and skills required of a successful Army officer",F24
MIL SCI,BASIC LEADERSHIP,102,1,"Establishes foundation of basic leadership fundamentals such as problem solving, communications, briefing and effective writing, goal setting, techniques for improving listening and speaking skills and an introduction to counseling",S25
MIL SCI,INDIVIDUAL LEADERSHIP STUDIES,201,2,"Identify successful leadership characteristics through observation of others and self through experiential learning exercises. Record observed traits (good and bad) in a dimensional leadership journal and discuss observations in small group settings. Learn map reading and land navigation skills, including conversion of magnetic and grid azimuths and resection",F24
MIL SCI,LEADERSHIP AND TEAMWORK,202,2,"Study examines how to build successful teams, various methods for influencing action, effective communication in setting and achieving goals, the importance of timing the decision, creativity in the problem solving process and obtaining team buy-in through immediate feedback",S25
MIL SCI,LEADERSHIP AND PROBLEM SOLVING,301,2,"Conduct self-assessment of leadership style, develop personal fitness regimen, and learn to plan and conduct individual/small unit tactical training while testing reasoning and problem solving techniques. Receive direct feedback on leadership abilities",F24
MIL SCI,LEADERSHIP AND ETHICS,302,2,"Examines the role communications, values and ethics play in effective leadership. Topics include ethical decision-making, consideration of others and survey Army leadership doctrine. Emphasis is on improving oral and written communication abilities, and increasing small unit tactics skills",S25
MIL SCI,LEADERSHIP AND MANAGEMENT,401,2,"Develop proficiency in planning and executing complex operations, functioning as a member of a staff, and mentoring subordinates. Explore training management methods of effective staff collaboration, and developmental counseling techniques",F24
MIL SCI,OFFICERSHIP,402,2,"Includes fundamentals of military law, administrative and logistics procedures and practical exercises on establishing an ethical command climate. Presentations, briefings and leadership positions are used to train and evaluate",S25
M/POP HLTH,TOXICOLOGY I,625,3,Basic principles of toxicology and biochemical mechanisms of toxicity in mammalian species and man. Correlation between morphological and functional changes caused by toxicants in different organs of the body,F24
M/POP HLTH,TOXICOLOGY II,626,3,"Survey of the basic methods and fundamental biochemical mechanisms of toxicity. Toxicity in mammalian organ systems, techniques for evaluating toxicity, as well as mechanisms of species specificity, and environmental interactions (with toxicant examples) are presented",S25
M&ENVTOX/CIV ENGR/SOIL SCI,"TOXICANTS IN THE ENVIRONMENT: SOURCES, DISTRIBUTION, FATE, & EFFECTS",631,3,"Nature, sources, distribution, and fate of contaminants in air, water, soil, and food and potential for harmful exposure",S25
M&ENVTOX,SPECIAL PROBLEMS,699,1-3,Directed study projects as arranged with instructor,U22
M&ENVTOX/POP HLTH,PRINCIPLES OF ENVIRONMENTAL HEALTH: A SYSTEMS THINKING APPROACH,789,3,"Provides an overview of the field of environmental health, using a systems thinking approach. Systems thinking recognizes that environmental health problem solving is complex and that solutions in one area may have positive or negative impacts on other areas. An introduction to the history of environmental health within the field of public health from the local to the federal and global level. Introduces multiple disciplines, methods and approaches to numerous environmental health topics. Includ",S19
M&ENVTOX,SEMINAR,800,1,Current research in environmental toxicology and pathology and other topics of interest and importance to environmental toxicologists,S25
M&ENVTOX,SCIENTIFIC COMMUNICATION IN MOLECULAR & ENVIRONMENTAL TOXICOLOGY,801,2,"Provides an overview of scientific communication; specifically, students will be exposed to the various methods of communicating their science including articles, proposals, presentations / lectures, and posters. Strategies will demonstrate best practices for each method and enable students to critically define what sets apart good examples from poor. Classroom discussions allow for comprehension of these means. Assignments are designed to familiarize the students with these methods. Students wi",S25
M&ENVTOX,RESEARCH,990,1-9,Independent research and writing for graduate students under the supervision of a faculty member,U25
MOL BIOL,SENIOR HONORS THESIS,681,3,Individual mentored study for seniors completing theses for Honors in the Major as arranged with a faculty member. Must be declared in an honors program,U25
MOL BIOL,SENIOR HONORS THESIS,682,3,Individual mentored study for seniors completing theses for Honors in the Major as arranged with a faculty member. Must have completed MOL BIO 681 and declared in an honors program,S25
MOL BIOL,SENIOR HONORS SEMINAR IN MOLECULAR BIOLOGY,686,1,"A seminar on the origins, present frontiers, and future prospects of molecular biology",S25
MOL BIOL,SENIOR THESIS,691,3,"Individual mentored study for seniors completing theses, as arranged with a faculty member",S25
MOL BIOL,SENIOR THESIS,692,3,"Individual mentored study for seniors completing theses, as arranged with a faculty member. Must have completed MOL BIOL 691",S25
MOL BIOL,DIRECTED STUDIES IN MOLECULAR BIOLOGY,699,1-4,Individual research projects conducted under professorial supervision,S25
MUSIC,THE MUSICAL EXPERIENCE,101,3,"Musical genres -- songs, opera and musical theater, chamber and orchestral music, and jazz -- in the context of social and cultural history",S25
MUSIC/FOLKLORE,INTRODUCTION TO MUSIC CULTURES OF THE WORLD,103,3,An introductory ethnomusicology course providing a variety of ways to approach musics typically not covered in music history courses. Active engagement with these musics within their larger world contexts,S25
MUSIC,STUDY ABROAD: ELEMENTARY MUSIC APPRECIATION/THEORY/HISTORY,104,1-3,An elementary-level academic course in music taken in a UW-Madison resident study abroad program. Course does not require any previous background in music. Enrollment in a UW-Madison resident study abroad program,
MUSIC,STORYTELLING ON STAGE: INTRODUCTION TO MUSICAL THEATER AND OPERA,105,3,"Introduction to musical theater and opera in Europe and America, with emphasis on the ways creators tell their stories through the interaction of music and drama. Topics include the histories and formations of the genres and their relationships to culture and society; principal creators and performers; distinctive features of representative works; relationships to film and other media; and treatments of race, class, gender, and other issues in selected examples of each genre",F22
MUSIC,THE SYMPHONY,106,3,"Orchestral music from Haydn to present, relation to other arts",S22
MUSIC,MUSIC & FILM,107,3,"A survey of film music by the major film composers. Will include study of film scores by, among others, Alfred Newman, Max Steiner, Bernard Herrmann, and Ennio Morricone, as well as a discussion of current trends and film composers. In addition, there will be discussion of the contributions of composers such as Aaron Copland, Serge Prokofiev and Leonard Bernstein. The techniques and styles of film music will be explored through lectures, required listening, readings and viewing of relevant films",F24
MUSIC,MUSIC AND TECHNOLOGY FROM EDISON TO THE PRESENT,108,3,"How has modern technology shaped the composition, performance, and reception of music? In turn, how has music influenced technology? And what sorts of anxieties arose from these cultural currents? Evaluate the changing relationships between music and technology from the late Romantic era to the present day. Considering broader political, cultural, and aesthetic contexts, explore both popular and art music alongside important developments in instrument design, compositional techniques, media, and",
MUSIC,MUSIC IN PERFORMANCE,113,1,Descriptive lectures on chamber music with performances by instructor and others,U25
MUSIC,BASIC CONCEPTS OF MUSIC THEORY,151,3,Basic tools of music theory and compositional forms. Explores development of music through general survey of musical styles. Practical application of concepts includes listening maps and simple composition projects. Includes performance opportunities in simulated real world settings,U25
